,cityName,longitude,latitude
0,武汉,114.3115815547323,30.59846673640099
1,黄冈,114.8784904841078,30.459358857618103
2,孝感,113.92251007733664,30.930689227018288
3,襄阳,112.12853720100244,32.014796804669224
4,荆州,112.24552262926136,30.340842107742912
5,随州,113.38945001822157,31.6965167723283
6,黄石,115.0455329089436,30.2052078489416
7,宜昌,111.29254921035435,30.697446484492374
8,荆门,112.20639298023,31.041732575569625
9,咸宁,114.32851909026844,29.84705594764649
10,鄂州,114.901607388271,30.39657217331699
11,十堰,110.80452956069568,32.63506185840116
12,仙桃,113.44960935856369,30.33358775114635
13,恩施州,109.49459261857504,30.27793957530109
14,天门,113.17240916632808,30.669621830099484
15,潜江,112.9054740908161,30.408357932418923
16,神农架林区,110.68252485039976,31.75049601124641
17,深圳,114.06455183658753,22.548456637984177
18,广州,113.27143134445974,23.135336306695013
19,珠海,113.58255478654918,22.27656465424921
20,佛山,113.1285121954972,23.02775875078891
21,东莞,113.7584204578765,23.02730841164339
22,中山,113.39942236263187,22.5223146707905
23,惠州,114.42355801658171,23.116358854725593
24,汕头,116.6885286405483,23.35909171772515
25,湛江,110.36555441392824,21.276723439012073
26,肇庆,112.47148894063037,23.052888771125613
27,阳江,111.98848929181268,21.864339726138937
28,梅州,116.1295373761225,24.294177532206213
29,清远,113.06246832527266,23.688230292088083
30,江门,113.08855619524044,22.584603880965
31,韶关,113.6035273456226,24.815881278583017
32,茂名,110.931542579969,21.66906403133209
33,揭阳,116.37851218033846,23.555740488275585
34,汕尾,115.38155260365083,22.79126303654673
35,潮州,116.62947017362819,23.66262319261589
36,河源,114.7074462729064,23.74968437095975
37,温州,120.70647689035565,28.001085404472214
38,杭州,120.2155118037217,30.253082981693467
39,台州,121.42743470427969,28.662194055996146
40,宁波,121.62857249434141,29.86603304586605
41,金华,119.65343619052915,29.084639385513697
42,绍兴,120.58547847885336,30.036369311306895
43,嘉兴,120.76355182586005,30.750974830920143
44,丽水,119.9295730584414,28.473278180563412
45,衢州,118.86659674035565,28.975545802265025
46,湖州,120.09451660915786,30.898963937294184
47,舟山,122.21355631852043,29.99091168016034
48,信阳,114.09748283304512,32.15301454753105
49,南阳,112.53450131351325,32.99656220465144
50,郑州,113.63141920733915,34.75343885045448
51,驻马店,114.02847078173271,33.01784241674367
52,商丘,115.66244933826236,34.4202016658586
53,周口,114.7034825148233,33.6318288757022
54,新乡,113.93360046733228,35.30963993033679
55,安阳市,114.3995004217743,36.10594098401491
56,平顶山,113.19952856052157,33.77205074869101
57,许昌,113.85847553685501,34.04143161161871
58,漯河市,114.02342077764726,33.5877107071022
59,开封,114.3145925849712,34.802885811211716
60,洛阳,112.4594212983115,34.62426277921943
61,焦作,113.24854783457334,35.22096325403899
62,鹤壁,114.30359364247649,35.7523574114
63,三门峡,111.20653322387409,34.778327249459984
64,濮阳,115.03559747034215,35.76759302890629
65,济源,112.60858070620743,35.072907226846525
66,长沙,112.94547319535287,28.234889399943643
67,岳阳,113.13548942422142,29.363178293925902
68,邵阳,111.474432885931,27.245270272808565
69,常德,111.70545217995836,29.037749999406877
70,娄底,112.00150349288418,27.703208596991587
71,益阳,112.36151595471031,28.55971117848989
72,衡阳,112.57844721325992,26.89957613918912
73,株洲,113.14047079776428,27.833567639016447
74,怀化,110.00851426537254,27.57516090297852
75,永州,111.61945505792228,26.42586411790009
76,郴州,113.02146049909462,25.77668327360186
77,湘潭,112.9504641807647,27.835702227135588
79,张家界,110.48553254695402,29.12281556255188
80,南昌,115.86458944231659,28.68945529506072
81,九江,116.00753491163064,29.711340559079343
82,新余,114.9235346513963,27.82357869778859
83,上饶,117.94945960312224,28.46062592185173
84,赣州,114.9405033729825,25.83517610349765
85,宜春,114.42356367590641,27.820856421848216
86,抚州,116.36453876864373,27.954892253419565
87,萍乡,113.8614964337543,27.6283927093972
88,吉安,115.00051072001251,27.119726826070448
89,鹰潭,117.0755754270272,28.265787063191414
90,景德镇,117.1845764463858,29.274247711040953
91,合肥,117.23344266497664,31.82657783368689
92,阜阳,115.8204361249132,32.896060994852206
93,亳州,115.78446321127451,33.850642695788835
94,安庆,117.0636039049188,30.53095656804304
95,蚌埠,117.39551332813694,32.921523704350825
96,六安,116.52640966418569,31.741450815322555
97,马鞍山,118.5135795794315,31.676265597609106
98,宿州,116.97054394561262,33.652095326452134
99,芜湖,118.43943137653523,31.358536655799266
100,铜陵,117.8184767944575,30.951233239913392
101,淮北,116.8045372670298,33.961656300276324
102,淮南,117.00638885071615,32.63184739905333
103,滁州,118.3394061359658,32.26127087204081
104,池州,117.49842096159624,30.67088379076453
105,黄山,118.3454372531478,29.721889786591692
106,宣城,118.76553424276743,30.94660154529291
107,万州区,108.41555837050288,30.813621636707662
108,九龙坡区,106.51755873943071,29.50792771555286
109,开州区,108.39949765612052,31.16664411319345
110,云阳县,108.70344750000172,30.936611271974712
111,渝中区,106.57544006681098,29.559090182993803
112,江北区,121.56042128922172,29.89294837947611
113,垫江县,107.33956587471806,30.33329396850009
114,忠县,108.04453753385523,30.305268389356584
115,两江新区,106.57258156884863,29.68005454434884
116,渝北区,106.63755906060258,29.723927343006626
117,长寿区,107.08753107006805,29.863520067323154
118,綦江区,106.65748419545172,29.03411374831121
119,石柱县,108.12041416638327,30.006108697868925
120,合川区,106.28254108757973,29.978181239534244
121,奉节县,109.47047275630993,31.024601766549157
122,巫溪县,109.57640255899643,31.40488000985827
124,荣昌区,105.6014197992797,29.41130739668994
125,璧山区,106.23347456267435,29.59834660731635
126,巫山县,109.8855455070308,31.080518811735917
127,大渡口区,106.48853359010742,29.490107128556012
128,潼南区,105.84739903616548,30.19731423966403
129,铜梁区,106.0634494941099,29.85050877872227
130,大足区,105.72840462545042,29.71311350607684
131,丰都县,107.73748061819887,29.869412789214053
132,江津区,106.26559760837836,29.295884374464997
133,高新区,103.93541378871336,30.746126110373726
134,涪陵区,107.39641979754104,29.70927819797873
135,巴南区,106.54745425696235,29.40847473977041
136,永川区,105.93349936145172,29.36204633594909
137,梁平区,107.77609725763077,30.66055325502347
138,沙坪坝区,106.46446511092545,29.547192516541124
139,黔江区,108.77759119834957,29.53881256766016
140,城口县,108.67161164255863,31.95339074629259
141,彭水,108.17257803588222,29.299462290442538
142,武隆区,107.76642518951796,29.332026870748948
143,秀山县,109.01357389980959,28.45344786428608
144,酉阳,108.77458600709744,28.847040258674102
145,苏州,120.59241222959322,31.30356407444177
146,南京,118.80242172124584,32.064652885618464
147,徐州,117.29057543439451,34.212666550113056
148,无锡,120.318583288106,31.498809732685714
149,淮安,119.02148367070623,33.61629530103313
150,泰州,119.92956633785481,32.4606750493083
151,南通,120.90159173866184,31.986549431200892
152,常州,119.98148471327892,31.815795653327843
153,连云港,119.22862133316609,34.60224952526725
154,扬州,119.41941890822996,32.40067693609037
155,盐城,120.167544265761,33.3551009176262
156,宿迁,118.28157403570835,33.967749715690076
157,镇江,119.43048944567384,32.19471592052375
158,青岛,120.38945519114628,36.07222749666322
159,临沂,118.36353300501386,35.11067124236514
160,济南,117.1263994126105,36.65655420178723
161,烟台,121.45441541730196,37.47003838373053
162,威海,122.12754097831323,37.516430548014796
163,济宁,116.59361234853986,35.420177394529645
164,德州,116.36555674397472,37.441308454576266
165,枣庄,117.33054194483896,34.81599404843511
166,潍坊,119.16837791142822,36.712651551267534
167,淄博,118.06145253489895,36.81908568332188
168,泰安,117.09449483479591,36.2058580448846
169,日照,119.53341540456556,35.42283899843767
170,聊城,115.99158784830445,36.462758187694114
171,菏泽,115.48754503343376,35.2394074247655
172,滨州,117.9774040171467,37.3881961960769
173,成都,104.08153351042463,30.65582187841641
174,南充,106.11750261487228,30.84378250833704
175,广安,106.63955268233484,30.461746110678998
176,绵阳,104.6855618607612,31.473663048745863
177,达州,107.47459385897542,31.21430772392745
178,内江,105.06458802499719,29.58588653832045
179,巴中,106.7515853031645,31.872888585956545
180,德阳,104.40441936496448,31.133115003656755
181,攀枝花,101.7255411709144,26.58803317333301
182,泸州,105.4485240693266,28.87766830360723
183,甘孜州,101.96854674579022,30.05527884351838
184,自贡,104.78444884671713,29.34558492132757
185,宜宾,104.6494037048691,28.758007028551827
186,凉山州,102.27350268097021,27.88775230036972
187,广元,105.85042318166481,32.44161630531542
188,雅安,103.04954262360451,30.01679254570607
189,遂宁,105.59942153064439,30.539097671109122
190,眉山,103.85656331579456,30.082526119421054
191,乐山,103.7725376036347,29.55794071745811
192,资阳,104.63443534164409,30.13495655925314
193,阿坝州,102.2314154617502,31.905511577266523
194,海淀区,116.30543405449741,39.96548984110075
195,朝阳区,125.295401255854,43.840641474962
196,西城区,116.37251358116622,39.91812360584147
197,大兴区,116.34862521223101,39.732555236554475
199,丰台区,116.2924018873114,39.864937197557296
200,昌平区,116.23761791731043,40.22641337159427
201,通州区,121.08142549497644,32.07035573967588
202,房山区,116.14944375184248,39.75432583977336
203,石景山区,116.22961266775827,39.911353808778294
204,东城区,116.42240097766279,39.93482727239599
205,顺义区,116.66142426369095,40.136350762230755
206,怀柔区,116.6383858714293,40.32261840426579
207,门头沟区,116.10760355576534,39.94614672003409
208,延庆区,115.98163156901516,40.46216897375426
210,外地来沪人员,117.02338513454245,25.996026557034828
211,浦东,121.40864773970465,30.88438681668236
212,静安,121.45343177276851,31.23384493040165
213,徐汇,121.4433963527638,31.19455677282273
214,宝山,121.4965630135246,31.410279473476145
215,闵行,121.38861193361008,31.118842580087428
216,松江,121.23447959624146,31.037135176464485
217,长宁,121.43045437545099,31.22684796822543
218,虹口,121.51158645453457,31.26974669893136
219,奉贤,121.48050373643109,30.923720110285373
220,普陀,121.40356934916508,31.2549733682796
221,杨浦,121.53251993732523,31.265524144657054
222,黄浦,121.49158559252436,31.237247152063624
225,金山,121.61556655498569,25.22015441913557
226,崇明,121.40355686271849,31.62856998440405
228,福州,119.30346983854,26.08042942069808
229,莆田,119.01452097812651,25.459865455922714
230,泉州,118.68244626680422,24.87995233049832
231,厦门,118.09643549976653,24.485406605176305
232,漳州,117.65357645298785,24.51892979117087
233,宁德,119.55451074542827,26.67224171140857
234,南平,118.18436954814258,26.647772874203266
235,三明,117.64552116782144,26.26973651599184
236,龙岩,117.02344756677536,25.08121984487168
237,哈尔滨,126.54161509031664,45.80882582795218
238,绥化,126.9753568753013,46.6600321798244
239,齐齐哈尔,123.92457086841536,47.3599771860153
240,双鸭山,131.16534168078073,46.65318589588607
241,鸡西,130.97561865876668,45.300872317823895
242,大庆,125.1086576340204,46.59363317672175
243,佳木斯,130.327359092573,46.80568999085779
244,七台河,131.01154459102744,45.77630032154785
245,牡丹江,129.63953977834691,44.55624570898632
246,鹤岗,130.3044328986694,47.35605615768509
247,大兴安岭,124.15292785448057,50.420025955027846
248,黑河,127.53548988621854,50.25127231175014
249,西安,108.94646555063274,34.34726881662395
250,汉中,107.02943020926465,33.073799907833795
251,安康,109.03560108265745,32.69051277057377
252,咸阳,108.71542245143304,34.335476293368586
253,宝鸡,107.24457536704041,34.368915642869986
254,渭南,109.51658960525896,34.50571551675255
255,铜川,108.95240424835922,34.902637080502906
256,延安,109.49658191612689,36.59111103521779
257,商洛,109.92441788136406,33.87863385220776
258,榆林,109.74161603381395,38.290883835484046
259,杨凌示范区,108.07953300126856,34.24594301181561
260,韩城,110.44955264011736,35.482086787313165
261,北海,109.12653321256599,21.48683649576942
262,南宁,108.3734508258186,22.822606601187157
263,桂林,110.20354537457943,25.242885724872647
264,柳州,109.43442194634564,24.331961386852413
265,防城港,108.360418838298,21.693005289969395
266,河池,108.0914999449866,24.698911731272894
267,玉林,110.1884531233724,22.659830509953146
268,梧州,111.28551681182014,23.48274528113516
269,贵港,109.60552031033306,23.11744838203753
270,钦州,108.66058016842224,21.986593539484296
271,贺州,111.57352631416218,24.409450902865487
272,百色,106.62458932565384,23.90818593429596
273,石家庄,114.52153190157443,38.0483119268727
274,沧州,116.84558075595015,38.31021514110704
275,保定,115.47146383768579,38.879987768455344
276,邢台,114.5114622561298,37.076685950966095
277,邯郸,114.5456282282352,36.631262731204046
278,廊坊,116.69058173342549,39.54336666275853
279,唐山,118.1864594720398,39.63658372414733
280,张家口,114.89257223145165,40.7732372026915
281,衡水,115.6754061376161,37.745191408077424
282,承德,117.9693975099668,40.957856012338034
283,秦皇岛,119.60853063334328,39.941748102377936
284,昆明,102.8524483650048,24.873998150044013
285,西双版纳,100.80344682455635,22.013601254764165
286,玉溪,102.55356029311,24.35771094244625
287,曲靖,103.8024348279468,25.49640693154367
288,昭通,103.72351177196887,27.344083860246812
289,保山,99.17727328581788,25.139038793265964
290,丽江,100.23246452903452,26.860657438064884
291,大理,100.27458284048366,25.6121284181925
292,红河州,103.3815490525793,23.369996247605464
293,德宏州,98.59135935611413,24.43801070275812
294,普洱,100.97256981472799,22.830979186010275
295,楚雄州,101.53441248050268,25.051773565340376
296,临沧,100.09544042014869,23.89046855627851
297,文山州,104.2225689910943,23.40599429361173
298,三亚,109.51855670139908,18.25873629174785
299,海口,110.32552547126407,20.04404943925674
300,万宁,110.39943436554806,18.800106988303387
301,儋州,109.58745583568613,19.5271461100442
302,琼海市,110.4805445259504,19.26425401991763
303,临高县,109.6974430148332,19.919474770278047
304,澄迈县,110.01351091010905,19.74434867164637
305,陵水县,110.04446409254778,18.51233159569881
306,昌江,109.06246408734344,19.303997876684264
307,定安,110.36553348340986,19.687119947910173
308,保亭县,109.70348151429985,18.646909955375843
309,东方市,108.65856652679173,19.10110473128863
310,文昌,110.80450870631745,19.549062083120717
311,乐东,109.18050798894578,18.755871493854865
312,琼中县,109.84451062847003,19.039163789180613
313,沈阳,123.47109664482264,41.683830069190655
314,大连,121.62163148459284,38.918953666785605
315,盘锦,122.0774900902138,41.12587528873715
316,丹东,124.3615472815908,40.00640870559368
317,锦州,121.13259630055519,41.10093149946208
318,阜新,121.67640799865808,42.02802190131842
319,葫芦岛,120.8433983399283,40.71736443636189
320,朝阳,120.45749949793276,41.579820864755675
321,本溪,123.69250712420832,41.492916460552905
322,铁岭,123.73236520917769,42.22994799718447
323,辽阳,123.24336640651319,41.27416129045421
324,鞍山,123.00137251399408,41.11505359694933
325,营口,122.24157466449694,40.67313683826707
326,晋中,112.75959475565928,37.69283940975971
327,运城,111.01338945447924,35.032706912909234
328,太原,112.55639149167204,37.87698902884778
329,大同,113.30643625858623,40.0824687161612
330,晋城,112.85857823132879,35.49628458647257
331,吕梁,111.15044967529184,37.524497749577115
332,朔州,112.4393709396677,39.337108370541735
333,长治,113.12255886984902,36.2012683721548
334,忻州,112.74062416023848,38.42238338517772
335,阳泉,113.58761666287546,37.862360847859385
336,临汾,111.52553022403072,36.093741895419726
337,宝坻区,117.31660069247684,39.723194482933174
338,河北区,117.203592781355,39.15348514470478
339,河东区,117.25841295306805,39.13448732595512
340,和平区,121.15073203145576,24.279556886660615
341,外地来津,90.9367326402456,29.04970447231616
342,河西区,117.2294162800198,39.11571808221552
343,宁河区,117.83239334341805,39.33695643122726
344,南开区,117.15651537432414,39.14410527976771
345,东丽区,117.32056850791443,39.09233234281453
346,西青区,117.01441017993696,39.14872660896657
347,红桥区,117.15751788327327,39.173285646564175
348,滨海新区,117.71739882966088,39.00941577364663
349,津南区,117.36338677903083,38.944148568114684
350,贵阳,106.63657676352777,26.653324822309752
351,毕节,105.2985887950112,27.290215083425952
352,六盘水,104.8375546023468,26.59883310825749
353,遵义,106.93342774801829,27.731700878916666
354,铜仁,109.19643889817664,27.73778645640524
355,黔南州,107.5284027057371,26.260616196073837
356,黔东南州,107.98944624077879,26.589702969826032
357,安顺,105.95441712388904,26.25925237871499
358,黔西南州,104.91249214626991,25.093967349416513
359,兰州,103.84052119633628,36.06723469354557
360,天水,105.73141674566955,34.58741188165064
361,陇南,104.92857497071192,33.406620229951265
362,临夏,103.21639056529743,35.607562183503106
363,张掖,100.45641147405634,38.93206600700493
364,定西,104.63242008306301,35.586832926561875
365,金昌,102.19460568669837,38.52582009209263
366,白银,104.14445082834351,36.55082533041454
367,平凉,106.67144234827795,35.54923205046352
368,庆阳,107.64938569595421,35.715215983562004
369,甘南州,102.91758468825803,34.98913990996821
371,长春,125.33060207590691,43.82195350104314
372,四平,124.35648155715893,43.171993571561
373,吉林,126.55563450495481,43.84356783457924
374,公主岭,124.82944866070906,43.51083266315307
375,辽源,125.15042516688749,42.89405500574631
376,延边州,129.47737632022742,42.91574303372182
377,松原,124.83148187569292,45.14740419341382
378,通化,125.94660627598029,41.733815801613424
379,鄂尔多斯,109.787443179236,39.61448231394889
380,包头,109.84654350721243,40.66292878826139
381,呼和浩特,111.75550856170946,40.848422997113474
382,巴彦淖尔,107.39439808372492,40.7493594895728
383,赤峰,118.89552039751949,42.261686103411606
384,呼伦贝尔,119.77237049946636,49.21844647556481
385,乌兰察布,113.1394676744633,41.00074832767381
386,乌海,106.80039104999656,39.6620063648907
387,锡林郭勒盟,116.05439144074572,43.93942266533856
388,通辽,122.25052178737631,43.657980083916655
389,兴安盟,122.0443645258252,46.088463713218964
390,银川,106.23849358740016,38.4924600555096
391,吴忠,106.20537126663626,38.003712913453384
392,中卫,105.20357090088713,37.505701418702934
393,固原,106.24857742607188,36.02161725801098
394,石嘴山,106.39060042550491,38.98968283991508
395,宁东管委会,118.64261685407335,32.06191141003589
396,石河子,86.08688567193295,44.31197647806301
397,香港,114.0,22.0
398,西宁,101.78445017050856,36.62338469651661
399,海北州,100.907434321456,36.96066282412982
400,台湾,121.536,25.019
401,澳门,114.0688464555682,22.53615142365805
402,拉萨,91.12082391546393,29.650040274767733
